usa_symbol	ita_address	status	source
_BillsHousePokemonListText1	22:4B06	CONFIRMED	PASS6.5
_BluesHouseDaisyWalkingText	25:4E08	CONFIRMED	PASS6.5
_BluesHouseTownMapText	25:4E45	CONFIRMED	PASS6.5
_BoxIsFullText	29:4216	CONFIRMED	PASS6.5
_BrunoAfterBattleText	21:69A9	CONFIRMED	PASS6.5
_ButItFailedText	25:499C	CONFIRMED	PASS6.5
_CableClubNPCMakingPreparationsText	29:400E	CONFIRMED	PASS6.5
_CableClubNPCPleaseApplyHereHaveToSaveText	28:6A21	CONFIRMED	PASS6.5
_CableClubNPCWelcomeText	28:6A04	CONFIRMED	PASS6.5
_CantDepositLastMonText	22:638D	CONFIRMED	PASS6.5
_CantTakeMonText	22:640B	CONFIRMED	PASS6.5
_CardKeyFailText	20:4027	CONFIRMED	PASS6.5
_CardKeySuccessText2	20:400A	CONFIRMED	PASS6.5
_CeladonCityPokecenterGuyText	22:457B	CONFIRMED	PASS6.5
_CeladonGymErikaPostBattleAdviceText	27:54D0	CONFIRMED	PASS6.5
_CeladonPokecenterGentlemanText	27:52C6	CONFIRMED	PASS6.5
_CeruleanBadgeHouseBoulderBadgeText	26:5222	CONFIRMED	PASS6.5
_CeruleanBadgeHouseMiddleAgedManText	26:514E	CONFIRMED	PASS6.5
_CeruleanBadgeHouseMiddleAgedManVisitAnyTimeText	26:5203	CONFIRMED	PASS6.5
_CeruleanCityRivalDefeatedText	29:4E68	CONFIRMED	PASS6.5
_CeruleanCityRivalIWentToBillsText	29:4EA8	CONFIRMED	PASS6.5
_CeruleanCityRivalPreBattleText	29:4DCA	CONFIRMED	PASS6.5
_CeruleanGymGymGuideBeatMistyText	26:4E53	CONFIRMED	PASS6.5
_CeruleanGymGymGuideChampInMakingText	26:4DA3	CONFIRMED	PASS6.5
_CeruleanGymMistyTM11ExplanationText	26:4AFA	CONFIRMED	PASS6.5
_CeruleanPokecenterGuyText	22:437F	CONFIRMED	PASS6.5
_ChampionsRoomOakDisappointedWithRivalText	21:65D9	CONFIRMED	PASS6.5
_CinnabarGymBlainePostBattleAdviceText	28:491F	CONFIRMED	PASS6.5
_CinnabarGymGymGuideBeatBlaineText	28:4EB1	CONFIRMED	PASS6.5
_CinnabarGymGymGuideChampInMakingText	28:4E04	CONFIRMED	PASS6.5
_CinnabarPokecenterGuyText	22:460F	CONFIRMED	PASS6.5
_ConnectCableText	2A:4095	CONFIRMED	PASS6.5
_ConvertedTypeText	25:4AB2	CONFIRMED	PASS6.5
_CurrentTooFastText	29:4071	CONFIRMED	PASS6.5
_CyclingIsFunText	29:408E	CONFIRMED	PASS6.5
_DexCompletionText	25:59B1	CONFIRMED	PASS6.5
_DexRatingText_Own150To151	25:5D79	CONFIRMED	PASS6.5
_DexSeenOwnedText	22:425F	CONFIRMED	PASS6.5
_DiglettSculptureText	22:576C	CONFIRMED	PASS6.5
_DoYouWantToNicknameText	22:6859	CONFIRMED	PASS6.5
_ElevatorText	22:5788	CONFIRMED	PASS6.5
_FightingDojoKarateMasterDefeatedText	28:595F	CONFIRMED	PASS6.5
_FightingDojoKarateMasterText	28:5903	CONFIRMED	PASS6.5
_FlashLightsAreaText	29:40C2	CONFIRMED	PASS6.5
_FuchsiaCityPokecenterGuyText	22:45B3	CONFIRMED	PASS6.5
_FuchsiaGymGymGuideBeatKogaText	28:45AA	CONFIRMED	PASS6.5
_FuchsiaGymGymGuideChampInMakingText	28:4501	CONFIRMED	PASS6.5
_FuchsiaGymKogaPostBattleAdviceText	28:4000	CONFIRMED	PASS6.5
_GameCornerCoinCaseText	22:4C74	CONFIRMED	PASS6.5
_GameCornerGymGuideChampInMakingText	27:5C68	CONFIRMED	PASS6.5
_GameCornerGymGuideTheyOfferRarePokemonText	27:5D07	CONFIRMED	PASS6.5
_GameCornerNoCoinsText	22:4C92	CONFIRMED	PASS6.5
_GameCornerOutOfOrderText	22:4CA4	CONFIRMED	PASS6.5
_GameCornerOutToLunchText	22:4CBC	CONFIRMED	PASS6.5
_GameCornerSomeonesKeysText	22:4CD6	CONFIRMED	PASS6.5
_GameOverText	22:484C	CONFIRMED	PASS6.5
_GetOutText	22:5ABE	CONFIRMED	PASS6.5
_GymStatueText1	22:4282	CONFIRMED	PASS6.5
_GymStatueText2	22:42B4	CONFIRMED	PASS6.5
_HallOfFameOakText	21:60E8	CONFIRMED	PASS6.5
_HitXTimesText	22:5D7F	CONFIRMED	PASS6.5
_IndigoPlateauStatuesText1	22:56CE	CONFIRMED	PASS6.5
_IndigoPlateauStatuesText2	22:56DD	CONFIRMED	PASS6.5
_IndigoPlateauStatuesText3	22:571C	CONFIRMED	PASS6.5
_IntroducePlayerText	22:6756	CONFIRMED	PASS6.5
_IntroduceRivalText	22:6778	CONFIRMED	PASS6.5
_ItemUseBallText01	29:696B	CONFIRMED	PASS6.5
_ItemUseBallText02	29:6983	CONFIRMED	PASS6.5
_ItemUseBallText03	29:69A2	CONFIRMED	PASS6.5
_ItemUseBallText04	29:69C8	CONFIRMED	PASS6.5
_ItemfinderFoundItemText	29:6B6B	CONFIRMED	PASS6.5
_ItemfinderFoundNothingText	29:6BA0	CONFIRMED	PASS6.5
_LancesRoomLanceEndBattleText	21:5F88	CONFIRMED	PASS6.5
_LavenderPokecenterGuyText	22:43B2	CONFIRMED	PASS6.5
_LinkCableInfoText1	22:5162	CONFIRMED	PASS6.5
_LinkCableInfoText2	22:51C3	CONFIRMED	PASS6.5
_LinkCableInfoText3	22:51EB	CONFIRMED	PASS6.5
_LoreleisRoomLoreleiAfterBattleText	21:684A	CONFIRMED	PASS6.5
_MimicLearnedMoveText	25:494A	CONFIRMED	PASS6.5
_MonIsTakenOutText	22:63CE	CONFIRMED	PASS6.5
_MultiHitText	22:5A83	CONFIRMED	PASS6.5
_NeedYourPokemonText	28:6977	CONFIRMED	PASS6.5
_NewBadgeRequiredText	29:4164	CONFIRMED	PASS6.5
_NoMonText	22:63EE	CONFIRMED	PASS6.5
_NoRunningText	22:59A5	CONFIRMED	PASS6.5
_NoSurfingHereText	29:6D82	CONFIRMED	PASS6.5
_NoTrade1Text	2A:40F7	CONFIRMED	PASS6.5
_NothingToCutText	2A:42DD	CONFIRMED	PASS6.5
_OakSpeechText1	22:663C	CONFIRMED	PASS6.5
_OakSpeechText2B	22:66D9	CONFIRMED	PASS6.5
_OakSpeechText3	22:67E6	CONFIRMED	PASS6.5
_OaksLabRivalGoAheadAndChooseText	25:4E84	CONFIRMED	PASS6.5
_OaksLabRivalGrampsIsntAroundText	25:4E62	CONFIRMED	PASS6.5
_OaksLabRivalMyPokemonLooksStrongerText	25:4EC6	CONFIRMED	PASS6.5
_OaksLabRivalSmellYouLaterText	25:5650	CONFIRMED	PASS6.5
_OaksLabScientistText	25:5978	CONFIRMED	PASS6.5
_PalletTownGirlText	29:431C	CONFIRMED	PASS6.5
_PalletTownSignText	29:43EC	CONFIRMED	PASS6.5
_ParalyzedMayNotAttackText	25:49D2	CONFIRMED	PASS6.5
_PartyMenuBattleText	22:5FE2	CONFIRMED	PASS6.5
_PartyMenuNormalText	22:5FB3	CONFIRMED	PASS6.5
_PartyMenuUseTMText	22:5FF8	CONFIRMED	PASS6.5
_PewterCityPokecenterGuyText	22:4329	CONFIRMED	PASS6.5
_PewterCityYoungsterGoTakeOnBrockText	29:4C34	CONFIRMED	PASS6.5
_PewterCityYoungsterYoureATrainerFollowMeText	29:4BF0	CONFIRMED	PASS6.5
_PewterGymBrockPostBattleAdviceText	26:4000	CONFIRMED	PASS6.5
_PewterGymGuideAdviceText	26:444B	CONFIRMED	PASS6.5
_PewterGymGuideFreeServiceText	26:44C8	CONFIRMED	PASS6.5
_PewterGymGuidePostBattleText	26:44F5	CONFIRMED	PASS6.5
_PewterGymGuidePreAdviceText	26:439C	CONFIRMED	PASS6.5
_PewterPokecenterJigglypuffText	26:47B3	CONFIRMED	PASS6.5
_PlayerBlackedOutText2	22:58FA	CONFIRMED	PASS6.5
_PokemartBoughtItemText	28:6710	CONFIRMED	PASS6.5
_PokemartBuyingGreetingText	28:66DD	CONFIRMED	PASS6.5
_PokemartNotEnoughMoneyText	28:6724	CONFIRMED	PASS6.5
_PokemartUnsellableItemText	28:67A8	CONFIRMED	PASS6.5
_PokemonCenterWelcomeText	28:691A	CONFIRMED	PASS6.5
_PokemonFightingFitText	28:6993	CONFIRMED	PASS6.5
_PokemonStuffText	22:57AD	CONFIRMED	PASS6.5
_PokemonTower2FRivalDefeatedText	26:569B	CONFIRMED	PASS6.5
_PokemonTower2FRivalHowsYourDexText	26:56F7	CONFIRMED	PASS6.5
_PokemonTower5FPurifiedZoneText	26:5B2C	CONFIRMED	PASS6.5
_PokemonTower6FBeGoneText	26:5CA8	CONFIRMED	PASS6.5
_PowerPlantVoltorbBattleText	23:461C	CONFIRMED	PASS6.5
_RedBedroomSNESText	22:504D	CONFIRMED	PASS6.5
_RedsHouse1FMomLookingGreatText	25:4C72	CONFIRMED	PASS6.5
_RedsHouse1FMomWakeUpText	25:4BC7	CONFIRMED	PASS6.5
_RedsHouse1FMomYouShouldRestText	25:4C4C	CONFIRMED	PASS6.5
_Rival1WinText	22:58D8	CONFIRMED	PASS6.5
_RockTunnelPokecenterGuyText	22:441F	CONFIRMED	PASS6.5
_Route11Gate2FOaksAideItemfinderDescriptionText	23:46BB	CONFIRMED	PASS6.5
_Route12SnorlaxCalmedDownText	24:4106	CONFIRMED	PASS6.5
_Route15Gate2FOaksAideExpAllText	23:4BDF	CONFIRMED	PASS6.5
_Route22GateGuardICantLetYouPassText	23:502F	CONFIRMED	PASS6.5
_Route22Rival1DefeatedText	24:663A	CONFIRMED	PASS6.5
_Route22RivalAfterBattleText1	24:65AF	CONFIRMED	PASS6.5
_Route22RivalBeforeBattleText1	24:64FE	CONFIRMED	PASS6.5
_Route2GateOaksAideFlashExplanationText	22:6A58	CONFIRMED	PASS6.5
_Route9Youngster1EndBattleText	23:65BC	CONFIRMED	PASS6.5
_SaffronCityPokecenterGuyText1	22:469F	CONFIRMED	PASS6.5
_SaffronCityPokecenterGuyText2	22:46EE	CONFIRMED	PASS6.5
_SaffronGateGuardGeeImThirstyText	22:6CD1	CONFIRMED	PASS6.5
_SaffronGymGuideBeatSabrinaText	28:5FA6	CONFIRMED	PASS6.5
_SaffronGymGuideChampInMakingText	28:5EE8	CONFIRMED	PASS6.5
_SaffronGymSabrinaPostBattleAdviceText	28:5D82	CONFIRMED	PASS6.5
_SentToBoxText	29:41CB	CONFIRMED	PASS6.5
_ShallWeHealYourPokemonText	28:6956	CONFIRMED	PASS6.5
_ShroudedInMistText	25:4B81	CONFIRMED	PASS6.5
_SilphCo11FSilphPresidentMasterBallDescriptionText	21:5053	CONFIRMED	PASS6.5
_SilphCo11FSilphPresidentText	21:4F5E	CONFIRMED	PASS6.5
_StoppedEvolvingText	25:479E	CONFIRMED	PASS6.5
_SubstituteText	25:49F5	CONFIRMED	PASS6.5
_SurfingGotOnText	29:6A63	CONFIRMED	PASS6.5
_SurfingNoPlaceToGetOffText	29:6A75	CONFIRMED	PASS6.5
_ThrowBallAtTrainerMonText1	29:6D2D	CONFIRMED	PASS6.5
_ThrowBallAtTrainerMonText2	29:6D50	CONFIRMED	PASS6.5
_TradeForText	22:4112	CONFIRMED	PASS6.5
_TradeTakeCareText	22:415F	CONFIRMED	PASS6.5
_TrainerDefeatedText	22:58A1	CONFIRMED	PASS6.5
_TransformedText	25:4B31	CONFIRMED	PASS6.5
_UseNextMonText	22:58C6	CONFIRMED	PASS6.5
_VermilionCitySailor1FlashedTicketText	29:5888	CONFIRMED	PASS6.5
_VermilionCitySailor1ShipSetSailText	29:5910	CONFIRMED	PASS6.5
_VermilionCitySailor1YouNeedATicketText	29:58BD	CONFIRMED	PASS6.5
_VermilionGymGymGuideBeatLTSurgeText	27:4467	CONFIRMED	PASS6.5
_VermilionGymGymGuideChampInMakingText	27:434D	CONFIRMED	PASS6.5
_VermilionGymLTSurgePostBattleAdviceText	27:4000	CONFIRMED	PASS6.5
_VermilionGymTrashText	22:5503	CONFIRMED	PASS6.5
_VermilionPokecenterGuyText	22:44E0	CONFIRMED	PASS6.5
_ViridianCityPokecenterGuyText	22:42E8	CONFIRMED	PASS6.5
_ViridianGymGuidePostBattleText	25:681D	CONFIRMED	PASS6.5
_ViridianGymGuidePreBattleText	25:6768	CONFIRMED	PASS6.5
_WannaTrade1Text	2A:40CE	CONFIRMED	PASS6.5
_WildMonAppearedText	22:5DF0	CONFIRMED	PASS6.5
_WrongMon1Text	2A:4107	CONFIRMED	PASS6.5
